date,deposit,deposit_apy,borrow_rate,borrow_apy
2025-06-04 00:01,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:02,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:03,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:07,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:31,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:32,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:32,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:34,1.5e-05,1.5000112213225948e-05,0.001092,0.0010925948138131
2025-06-04 00:34,1.5e-05,1.5000112213225947e-05,0.001092,0.0010925948138131858
